Food Product,Main Ingredient,Sweetener,Fat/Oil,Seasoning,Allergens,Price ($),Customer rating (Out of 5),Prediction
Sunflower Oil,Sunflower Oil,Sugar,Coconut Oil,Salt,None,39.42,4.8,May Contain
Pistachios,Pistachios,Sugar,None,Pepper,Pistachios,14.89,3.2,Contains
Quinoa,Quinoa,None,None,Pepper,Quinoa,31.67,1.2,Contains
Crab,Crab,Honey,Butter,Salt,Crab,42.78,2,May Contain
Nutmeg,Nutmeg,None,Butter,None,None,25.25,4,Safe
Rosemary,Rosemary,Sugar,Olive Oil,Garlic,None,38.49,1.6,Contains
Crab,Crab,None,Olive Oil,Pepper,Crab,25.45,1.3,May Contain
Potassium Sorbate,Potassium Sorbate,None,Coconut Oil,Pepper,None,18.8,2.5,Contains
Xanthan Gum,Xanthan Gum,Sugar,Butter,Salt,None,32.93,2,Contains
Leek,Leek,Sugar,Butter,Salt,None,5.71,2.4,Safe
Cantaloupe,Cantaloupe,Honey,Coconut Oil,Salt,None,49.06,2.5,Safe
Tuna,Tuna,None,Coconut Oil,Garlic,Tuna,43.87,4.6,Contains
Broccoli,Broccoli,Sugar,None,Garlic,None,6.13,3,Safe
Potassium Sorbate,Potassium Sorbate,None,Butter,None,None,40.95,4,May Contain
Watermelon,Watermelon,Honey,Butter,Garlic,None,27.56,1.5,Safe
Beetroot,Beetroot,Honey,Butter,Garlic,None,35.05,1,Contains
Celery,Celery,Honey,Butter,None,None,42.11,4,Contains
Rabbit,Rabbit,None,None,Pepper,None,19.85,3.4,Safe
Turmeric,Turmeric,Maple Syrup,None,Salt,None,44.98,2.8,Safe
Barley,Barley,None,Butter,Salt,Barley,36.04,2,May Contain
Grapeseed Oil,Grapeseed Oil,Honey,Coconut Oil,Garlic,None,17.52,1.6,Safe
Turmeric,Turmeric,Honey,Coconut Oil,None,None,49.62,1.9,Contains
Goat,Goat,Sugar,Butter,Garlic,None,8.05,3.4,Contains
Beef,Beef,Honey,Butter,None,None,6.5,2.1,Contains
Soybeans,Soybeans,Sugar,Olive Oil,Salt,Soybeans,34.78,3,Safe
Spinach,Spinach,Sugar,Olive Oil,None,None,6.96,1.2,Safe
Macadamia Nuts,Macadamia Nuts,None,Butter,Pepper,Macadamia Nuts,25.96,4.1,May Contain
Rabbit,Rabbit,None,None,Garlic,None,17.65,3.1,Contains
Carrot,Carrot,Honey,Olive Oil,Salt,None,35.29,3.6,May Contain
Mussels,Mussels,Sugar,Coconut Oil,None,Mussels,38.87,3,Contains
Salmon,Salmon,Maple Syrup,Olive Oil,Salt,Salmon,31.51,4.7,Safe
Salmon,Salmon,None,Coconut Oil,Salt,Salmon,19.76,3.5,May Contain
Aspartame,Aspartame,Maple Syrup,None,None,None,41.94,4.2,Contains
Peanuts,Peanuts,Maple Syrup,Coconut Oil,Pepper,Peanuts,22.24,2.1,May Contain
Corn,Corn,Honey,Coconut Oil,Salt,Corn,33.36,2.5,Contains
Pineapple,Pineapple,Sugar,Butter,Salt,None,19.17,2.5,Safe
Aspartame,Aspartame,Sugar,None,Salt,None,30.52,2.3,Contains
Rabbit,Rabbit,Honey,None,None,None,6.86,4.3,Contains
Yogurt,Yogurt,Sugar,Butter,Garlic,Yogurt,13.79,3,Contains
Saffron,Saffron,Honey,None,None,None,48.97,1.4,Safe
Sunflower Oil,Sunflower Oil,Sugar,Coconut Oil,Salt,None,49.94,3.8,Contains
Rabbit,Rabbit,None,Coconut Oil,Pepper,None,46.94,4.5,Contains
Rosemary,Rosemary,None,Butter,Pepper,None,15.9,4.1,May Contain
Oats,Oats,Honey,None,Salt,Oats,12.57,2.6,Safe
Sardines,Sardines,None,Olive Oil,Salt,Sardines,9.42,2.1,Safe
Benzoates,Benzoates,None,Olive Oil,None,None,22.05,4,Contains
Artificial Coloring,Artificial Coloring,None,Butter,None,None,45.42,3.1,Contains
Chickpeas,Chickpeas,None,Coconut Oil,Salt,Chickpeas,34.42,1.8,May Contain
Oats,Oats,Honey,Coconut Oil,Salt,Oats,36.01,3.6,Safe
Hemp Seeds,Hemp Seeds,Maple Syrup,Butter,Salt,Hemp Seeds,44.5,4.6,Contains
Garlic,Garlic,Honey,None,Pepper,None,47.06,2.9,Contains
Chicken,Chicken,Honey,Olive Oil,None,None,45.68,4,Contains
Walnuts,Walnuts,Honey,None,Salt,Walnuts,47.93,4,Safe
Rice,Rice,Maple Syrup,Olive Oil,Garlic,Rice,28.39,3.4,Safe
Mango,Mango,Honey,Olive Oil,Salt,None,16.55,1.3,Safe
MSG,MSG,Honey,None,Pepper,None,16.1,3.6,May Contain
Oregano,Oregano,Honey,Olive Oil,Salt,None,18.63,4.1,Safe
Mussels,Mussels,Sugar,Olive Oil,None,Mussels,35.6,1.1,May Contain
Brazil Nuts,Brazil Nuts,Sugar,Coconut Oil,None,Brazil Nuts,19.12,1.9,May Contain
Beef,Beef,Honey,Coconut Oil,Salt,None,25.61,3.5,Contains
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Coconut Oil,Pepper,None,27.67,3.2,May Contain
Sesame Oil,Sesame Oil,Honey,Coconut Oil,None,None,46.54,1.8,Contains
Quail,Quail,Maple Syrup,Butter,Salt,None,23.27,3.6,Contains
Cottage Cheese,Cottage Cheese,None,Olive Oil,Pepper,Cottage Cheese,8.48,4,Contains
Avocado Oil,Avocado Oil,Honey,Butter,None,None,48.7,1,Safe
Veal,Veal,Sugar,Olive Oil,Pepper,None,41.36,2,May Contain
Shrimp,Shrimp,None,Butter,Salt,Shrimp,18.14,2.3,Safe
Duck,Duck,Honey,Butter,Pepper,None,7.7,4.4,May Contain
Watermelon,Watermelon,Honey,Butter,Pepper,None,35.24,3,Safe
Salmon,Salmon,None,Butter,Garlic,Salmon,9.93,3.2,May Contain
Banana,Banana,None,None,Salt,None,42.31,4.4,Safe
Flaxseed Oil,Flaxseed Oil,None,Butter,Garlic,None,27.94,3.8,Contains
Lettuce,Lettuce,None,Olive Oil,None,None,32.12,3.7,May Contain
Sunflower Oil,Sunflower Oil,Maple Syrup,Coconut Oil,Garlic,None,17.18,2.3,May Contain
Garlic,Garlic,Sugar,None,Garlic,None,34.14,4.9,Contains
Spelt,Spelt,Honey,None,Salt,Spelt,16.68,1.5,Contains
Salmon,Salmon,Honey,Butter,Salt,Salmon,15.04,3.6,May Contain
Chickpeas,Chickpeas,Maple Syrup,None,Garlic,Chickpeas,45.82,1,Safe
Pineapple,Pineapple,None,Olive Oil,Pepper,None,6.49,1.3,Contains
Peanuts,Peanuts,Honey,Coconut Oil,Garlic,Peanuts,23.59,2.5,May Contain
Nitrates,Nitrates,Honey,Coconut Oil,Garlic,None,42.55,2.6,Safe
Curd,Curd,Honey,None,Pepper,Curd,8.37,4.4,Safe
Pumpkin Seeds,Pumpkin Seeds,Honey,Coconut Oil,None,Pumpkin Seeds,22.34,4,Contains
Sesame Seeds,Sesame Seeds,Honey,None,Salt,Sesame Seeds,9.73,3.5,Contains
Broccoli,Broccoli,None,Butter,Salt,None,14.27,1.1,Safe
Goat,Goat,None,None,Garlic,None,22.72,2.5,Safe
Condensed Milk,Condensed Milk,Sugar,None,Salt,Condensed Milk,11.2,2.5,Contains
Pumpkin Seeds,Pumpkin Seeds,Sugar,Olive Oil,Salt,Pumpkin Seeds,43.26,2,Safe
Thyme,Thyme,Maple Syrup,Coconut Oil,Garlic,None,25.28,3.1,May Contain
Buckwheat,Buckwheat,Maple Syrup,Coconut Oil,Salt,Buckwheat,16.97,4.1,Contains
Cinnamon,Cinnamon,Maple Syrup,Olive Oil,Salt,None,7.51,1.1,Safe
Grapeseed Oil,Grapeseed Oil,Sugar,Olive Oil,Pepper,None,37.5,3.4,Contains
Olive Oil,Olive Oil,Maple Syrup,None,Salt,None,19.34,1.1,Safe
Cloves,Cloves,Honey,None,Salt,None,42.02,3.7,May Contain
Macadamia Nuts,Macadamia Nuts,Sugar,None,Salt,Macadamia Nuts,13.14,2.2,Safe
Crab,Crab,None,Coconut Oil,Pepper,Crab,24.99,3.8,Contains
Sesame Seeds,Sesame Seeds,Maple Syrup,Coconut Oil,Pepper,Sesame Seeds,25.68,2.8,Contains
Olive Oil,Olive Oil,None,Olive Oil,None,None,20.75,4.5,May Contain
Ginger,Ginger,Sugar,Coconut Oil,None,None,8.24,4.5,May Contain
Lychee,Lychee,Sugar,Coconut Oil,Pepper,None,42.81,4.8,Safe
Artificial Coloring,Artificial Coloring,Maple Syrup,Butter,Garlic,None,7.94,1.4,Contains
Cod,Cod,Maple Syrup,None,Garlic,Cod,12.38,2.7,Safe
Garlic,Garlic,Sugar,Coconut Oil,Pepper,None,43.3,1.7,May Contain
Blueberries,Blueberries,Honey,Olive Oil,Pepper,None,46.19,1.6,Safe
Garlic,Garlic,None,None,None,None,37.36,3.1,Safe
Lychee,Lychee,Maple Syrup,Butter,Salt,None,17.71,1.2,Safe
Ginger,Ginger,Maple Syrup,Olive Oil,Garlic,None,6.72,3.3,Contains
Asparagus,Asparagus,Maple Syrup,Coconut Oil,None,None,5.93,4.3,May Contain
Rye,Rye,Sugar,Coconut Oil,Salt,Rye,47.84,2.8,Contains
Quail,Quail,Honey,None,Garlic,None,29.45,1.9,May Contain
Lamb,Lamb,Maple Syrup,Coconut Oil,Pepper,None,11.07,3.4,May Contain
Chicken,Chicken,None,Butter,Pepper,None,6.53,1.3,Contains
Potassium Sorbate,Potassium Sorbate,Sugar,Olive Oil,None,None,47.71,2.8,May Contain
Black Beans,Black Beans,Sugar,None,Salt,Black Beans,34.18,3.3,Safe
Oysters,Oysters,Sugar,Olive Oil,Garlic,Oysters,22.1,3.6,Safe
Lychee,Lychee,Maple Syrup,None,Garlic,None,5.61,3.8,Contains
Leek,Leek,Honey,Coconut Oil,None,None,23.16,4.2,Safe
Whey,Whey,Maple Syrup,Olive Oil,Salt,Whey,30.62,2.7,May Contain
Garlic,Garlic,None,Olive Oil,Salt,None,21.24,3.1,Contains
Kiwi,Kiwi,Sugar,Coconut Oil,Pepper,None,7.28,3,May Contain
Cream,Cream,Maple Syrup,Coconut Oil,Garlic,Cream,43.96,1.7,May Contain
Pineapple,Pineapple,None,Butter,Garlic,None,7.46,1.2,Safe
Pomegranate,Pomegranate,Sugar,Olive Oil,Salt,None,29.66,2,Contains
Cardamom,Cardamom,Maple Syrup,Coconut Oil,Salt,None,10.53,4,May Contain
Squid,Squid,None,Olive Oil,Salt,Squid,26.47,1.6,Safe
Sesame Seeds,Sesame Seeds,Sugar,Coconut Oil,Pepper,Sesame Seeds,21.03,2.5,Safe
Fig,Fig,Maple Syrup,Olive Oil,Garlic,None,31.77,1.5,Safe
Curd,Curd,Maple Syrup,None,Garlic,Curd,37.86,3.5,Safe
Lychee,Lychee,Maple Syrup,None,Garlic,None,42.32,1.3,Contains
Sunflower Seeds,Sunflower Seeds,Maple Syrup,Butter,None,Sunflower Seeds,31.71,4.8,Contains
Blackberry,Blackberry,Honey,None,None,None,20.85,4.5,Safe
Potato,Potato,Maple Syrup,Coconut Oil,Pepper,None,11.76,3.7,May Contain
Lamb,Lamb,None,None,None,None,30.75,3.1,Contains
Corn,Corn,None,Butter,None,Corn,6.35,4.9,Contains
Sardines,Sardines,Honey,None,Garlic,Sardines,37.5,4.1,May Contain
Kiwi,Kiwi,Sugar,None,None,None,6.73,3.7,Contains
Banana,Banana,Honey,Coconut Oil,Garlic,None,43.67,4.8,Contains
Avocado Oil,Avocado Oil,Sugar,Olive Oil,Salt,None,41.22,2.9,Contains
Nitrates,Nitrates,Honey,Olive Oil,Pepper,None,11.2,3.2,Contains
Pomegranate,Pomegranate,Maple Syrup,Coconut Oil,Garlic,None,31.73,4.1,Contains
Sunflower Seeds,Sunflower Seeds,Honey,Olive Oil,Garlic,Sunflower Seeds,38.05,4.5,Safe
Lamb,Lamb,Maple Syrup,None,Salt,None,39.11,4.2,Safe
Cardamom,Cardamom,None,Olive Oil,Salt,None,25.73,2.5,Contains
Mussels,Mussels,None,None,Pepper,Mussels,7.14,4.6,May Contain
Buckwheat,Buckwheat,Honey,Olive Oil,Pepper,Buckwheat,14.85,2.7,Safe
Curd,Curd,Maple Syrup,None,Garlic,Curd,8.58,1.5,Contains
Curd,Curd,None,Olive Oil,Salt,Curd,44.57,4.5,Contains
Sulfites,Sulfites,None,None,Salt,None,9.42,4,May Contain
Lychee,Lychee,None,Coconut Oil,Garlic,None,39.86,1.7,May Contain
Avocado Oil,Avocado Oil,Honey,Coconut Oil,Pepper,None,13.85,3.3,Contains
Sodium Benzoate,Sodium Benzoate,None,Olive Oil,None,None,13.49,4.8,Safe
Xanthan Gum,Xanthan Gum,Sugar,Butter,Salt,None,22.31,3.8,May Contain
Pepper,Pepper,None,None,None,None,5.22,3.3,Contains
Cinnamon,Cinnamon,None,None,None,None,21.41,2.7,Safe
Cheese,Cheese,Maple Syrup,Butter,None,Cheese,40.48,2.4,May Contain
Coconut Oil,Coconut Oil,Honey,Coconut Oil,Garlic,None,10.17,3.2,Safe
Grapeseed Oil,Grapeseed Oil,None,Olive Oil,None,None,12.97,2.5,Contains
Goat,Goat,Sugar,Olive Oil,Salt,None,11.91,2.7,Safe
Orange,Orange,None,None,Garlic,None,19.34,4.3,Safe
Wheat,Wheat,Honey,Coconut Oil,Pepper,Wheat,15.26,2.7,Safe
Wheat,Wheat,Honey,None,Garlic,Wheat,42.35,3.1,May Contain
Asparagus,Asparagus,None,Olive Oil,Garlic,None,14.21,3.9,May Contain
Wheat,Wheat,None,Coconut Oil,Salt,Wheat,14.37,2.7,Safe
Avocado Oil,Avocado Oil,Sugar,Butter,Garlic,None,12.7,1.9,Contains
Duck,Duck,Maple Syrup,None,None,None,21.44,4.3,May Contain
Flax Seeds,Flax Seeds,Honey,Coconut Oil,Salt,Flax Seeds,19.88,2.9,Contains
Macadamia Nuts,Macadamia Nuts,Honey,None,Salt,Macadamia Nuts,25.21,2.4,Contains
Carrot,Carrot,Maple Syrup,Olive Oil,Salt,None,23.11,2.8,Safe
Flax Seeds,Flax Seeds,None,Coconut Oil,Salt,Flax Seeds,30.59,3,May Contain
Cinnamon,Cinnamon,Maple Syrup,None,Garlic,None,46.9,2.5,Safe
Olive Oil,Olive Oil,Maple Syrup,Butter,Garlic,None,47.12,2.4,May Contain
Goat,Goat,Sugar,Butter,None,None,26.64,3,Contains
Mushroom,Mushroom,Honey,None,Pepper,None,39.69,2.9,Safe
Yogurt,Yogurt,Honey,Coconut Oil,None,Yogurt,25.14,2.7,May Contain
Cheese,Cheese,Honey,Olive Oil,Salt,Cheese,16.61,4.6,Safe
Radish,Radish,Honey,Butter,Salt,None,11.48,2.5,Contains
Grapeseed Oil,Grapeseed Oil,Maple Syrup,Butter,Pepper,None,40.11,1.3,May Contain
Hazelnuts,Hazelnuts,None,None,Garlic,Hazelnuts,42.7,1.1,Safe
Tuna,Tuna,Honey,None,Garlic,Tuna,6.33,4.9,Contains
Cherry,Cherry,Honey,Butter,Salt,None,13.08,1,May Contain
Oregano,Oregano,Sugar,Olive Oil,None,None,45.45,4.4,May Contain
Tuna,Tuna,None,None,Pepper,Tuna,17.25,4.6,May Contain
Lamb,Lamb,Maple Syrup,Butter,Pepper,None,27.32,4.3,Contains
Chia Seeds,Chia Seeds,None,Butter,Salt,Chia Seeds,36.68,3.2,Safe
Sesame Oil,Sesame Oil,None,Coconut Oil,None,None,30.87,3.5,May Contain
Orange,Orange,Maple Syrup,None,Pepper,None,38.26,1.8,Safe
Spelt,Spelt,Sugar,Olive Oil,Pepper,Spelt,25.36,1.3,Contains
Saffron,Saffron,Honey,Butter,Garlic,None,6.94,2.3,Safe
Goat,Goat,Maple Syrup,None,Garlic,None,46.57,3.5,May Contain
Oysters,Oysters,None,Butter,Salt,Oysters,44.13,1.7,Safe
Peas,Peas,Sugar,Olive Oil,Salt,None,11.2,4.8,Contains
Brazil Nuts,Brazil Nuts,Maple Syrup,Coconut Oil,None,Brazil Nuts,19.44,4.7,Contains
Farro,Farro,Maple Syrup,Olive Oil,Pepper,Farro,29.96,2.7,Contains
Sesame Oil,Sesame Oil,Maple Syrup,Butter,None,None,34.74,3.3,Contains
Orange,Orange,Sugar,Butter,None,None,8.81,2.6,Safe
Cod,Cod,None,Butter,Pepper,Cod,28.81,1,May Contain
Quail,Quail,None,Coconut Oil,Salt,None,29.76,1.4,May Contain
Barley,Barley,Maple Syrup,Butter,None,Barley,25.45,4.9,Contains
Thyme,Thyme,Honey,None,Garlic,None,5.58,2,Contains
Potato,Potato,None,Butter,Salt,None,31.6,4.9,May Contain
Benzoates,Benzoates,Maple Syrup,None,Salt,None,5.1,2.8,Safe
Salmon,Salmon,Sugar,Butter,Pepper,Salmon,8.77,1.6,Contains
Aspartame,Aspartame,Maple Syrup,Coconut Oil,Garlic,None,14.82,1.7,May Contain
Dill,Dill,Maple Syrup,Coconut Oil,Pepper,None,18.67,1,Contains
Lentils,Lentils,Sugar,None,Garlic,Lentils,12.49,3.8,May Contain
Turmeric,Turmeric,Sugar,Coconut Oil,Salt,None,10.39,2.4,May Contain
Pork,Pork,Honey,Olive Oil,Salt,None,31.03,1.6,Safe
Oats,Oats,None,None,Pepper,Oats,38.78,4.3,May Contain
Sweet Potato,Sweet Potato,Honey,None,Salt,None,19.19,2.2,Contains
Yogurt,Yogurt,Sugar,Butter,None,Yogurt,5.54,2.9,Contains
Spinach,Spinach,Maple Syrup,Coconut Oil,Pepper,None,25.12,2.5,Contains
Aspartame,Aspartame,None,None,Pepper,None,35.67,3,May Contain
Curd,Curd,Maple Syrup,Olive Oil,None,Curd,13.86,3.2,Contains
Cinnamon,Cinnamon,None,None,Pepper,None,10.47,4.2,Contains
Macadamia Nuts,Macadamia Nuts,Honey,Coconut Oil,Salt,Macadamia Nuts,29.21,2.1,Contains
Turmeric,Turmeric,None,Olive Oil,Salt,None,8.94,1.4,Safe
Kiwi,Kiwi,None,Butter,Garlic,None,14.62,4.8,Safe
Duck,Duck,Maple Syrup,Butter,None,None,12.18,3.8,Contains
Celery,Celery,None,Olive Oil,Salt,None,21.94,4.2,Contains
Mango,Mango,Maple Syrup,Butter,Salt,None,34.76,1.6,Safe
Grapeseed Oil,Grapeseed Oil,Maple Syrup,None,Garlic,None,30.3,1.3,Safe
Wheat,Wheat,Sugar,Butter,Garlic,Wheat,44.17,4.3,Contains
Ghee,Ghee,Sugar,None,Salt,Ghee,48.8,4.3,Safe
Canola Oil,Canola Oil,Maple Syrup,Coconut Oil,Garlic,None,25.57,1.5,Contains
Avocado Oil,Avocado Oil,Sugar,Olive Oil,Garlic,None,18.44,1.8,Safe
Blueberries,Blueberries,Sugar,Butter,None,None,21.8,2.3,Contains
Veal,Veal,None,Butter,Salt,None,19.67,1.8,Safe
Turkey,Turkey,None,Coconut Oil,None,None,28.54,3.7,Contains
Duck,Duck,Maple Syrup,Olive Oil,None,None,32.18,4.9,May Contain
Mango,Mango,None,Coconut Oil,None,None,31.96,4.7,Safe
Sesame Seeds,Sesame Seeds,None,None,None,Sesame Seeds,40.14,3,Contains
Peach,Peach,Maple Syrup,Olive Oil,Salt,None,31.9,1.8,May Contain
Dill,Dill,Sugar,None,Garlic,None,14.7,3.8,Safe
Millet,Millet,Maple Syrup,Butter,Pepper,Millet,41.1,2.6,May Contain
Canola Oil,Canola Oil,None,Coconut Oil,Garlic,None,15.55,1.6,Safe
Mushroom,Mushroom,Honey,Coconut Oil,None,None,33.67,2.3,Contains
Benzoates,Benzoates,Maple Syrup,Olive Oil,Pepper,None,47.82,4.1,Safe
Peanuts,Peanuts,Sugar,Butter,None,Peanuts,29.15,3.9,May Contain
Pepper,Pepper,Honey,None,Salt,None,26.29,2.4,Safe
Pomegranate,Pomegranate,Sugar,Coconut Oil,None,None,23.66,3.3,Contains
Turkey,Turkey,Honey,Olive Oil,None,None,24.7,1.5,May Contain
Shrimp,Shrimp,Maple Syrup,Olive Oil,Salt,Shrimp,28.28,2.4,Safe
Lobster,Lobster,None,None,Pepper,Lobster,49.97,1.3,Contains
Cloves,Cloves,None,Butter,Garlic,None,45.1,4,Contains
Quail,Quail,Sugar,Butter,None,None,19.46,4.3,Safe
Mushroom,Mushroom,Honey,Olive Oil,None,None,33.28,4,Safe
Avocado Oil,Avocado Oil,Honey,Coconut Oil,Pepper,None,10.93,2.2,Safe
Chicken,Chicken,Maple Syrup,None,Garlic,None,39.53,2.3,May Contain
Milk,Milk,Maple Syrup,Coconut Oil,None,Milk,24.4,4.3,Contains
Flaxseed Oil,Flaxseed Oil,Sugar,None,Salt,None,27.67,2.6,May Contain
Ghee,Ghee,None,Olive Oil,None,Ghee,28.23,4.6,Contains
Walnuts,Walnuts,Sugar,Butter,Salt,Walnuts,6.21,1.2,Safe
Salmon,Salmon,None,Butter,Pepper,Salmon,23.8,3.3,Safe
Wheat,Wheat,Honey,Butter,None,Wheat,42.27,1.2,Contains
Sardines,Sardines,Maple Syrup,None,None,Sardines,30.91,1,Contains
Rosemary,Rosemary,None,Coconut Oil,None,None,29.88,1.5,May Contain
Sardines,Sardines,Sugar,Olive Oil,None,Sardines,39.31,2.4,Contains
Cottage Cheese,Cottage Cheese,Sugar,Olive Oil,Garlic,Cottage Cheese,11.42,4.6,May Contain
Sulfites,Sulfites,None,Butter,None,None,27.08,1.1,Safe
Condensed Milk,Condensed Milk,Maple Syrup,Butter,None,Condensed Milk,10.65,2.5,Contains
Plum,Plum,Honey,Butter,Garlic,None,28.45,1.4,Safe
Tuna,Tuna,Honey,Butter,Salt,Tuna,8.52,3.4,May Contain
Cream,Cream,Maple Syrup,Coconut Oil,Garlic,Cream,30.07,3.7,Safe
Cumin,Cumin,None,Coconut Oil,Salt,None,42.89,2,Safe
Tuna,Tuna,Honey,None,Salt,Tuna,38.77,4.4,Contains
Broccoli,Broccoli,Sugar,Butter,Pepper,None,37.34,3.3,Contains
Wheat,Wheat,Sugar,Coconut Oil,Pepper,Wheat,31.19,2.9,Contains
Chicken,Chicken,Sugar,Olive Oil,None,None,49.81,1.6,Contains
Nitrates,Nitrates,None,Coconut Oil,Salt,None,22.43,2.7,Safe
Nutmeg,Nutmeg,None,None,Pepper,None,45.96,2.1,Safe
Whey,Whey,Maple Syrup,Coconut Oil,Garlic,Whey,23.45,4.3,Safe
Salmon,Salmon,Sugar,Coconut Oil,Garlic,Salmon,5.94,5,Safe
Condensed Milk,Condensed Milk,None,Coconut Oil,None,Condensed Milk,36.77,3.3,May Contain
Saffron,Saffron,Honey,Coconut Oil,None,None,25.71,2.1,Safe
Oats,Oats,None,Olive Oil,Salt,Oats,43.33,3.1,Safe
Soybeans,Soybeans,Maple Syrup,None,None,Soybeans,44.24,1.3,Contains
Mango,Mango,None,None,Garlic,None,44.32,2.4,Safe
Mango,Mango,Honey,None,None,None,40.87,3.2,Contains
Peanuts,Peanuts,Maple Syrup,Coconut Oil,Pepper,Peanuts,24.52,3.3,Safe
Rabbit,Rabbit,Maple Syrup,Olive Oil,None,None,41.14,3.7,May Contain
Cabbage,Cabbage,Maple Syrup,Coconut Oil,Pepper,None,10.21,3.2,Safe
Lettuce,Lettuce,Maple Syrup,Coconut Oil,None,None,30.2,4.8,Contains
Flaxseed Oil,Flaxseed Oil,Maple Syrup,Butter,Salt,None,16.7,3.4,May Contain
Pork,Pork,Sugar,Coconut Oil,Garlic,None,6.32,3.5,Safe
Beef,Beef,Honey,None,None,None,41.64,5,Contains
Sesame Oil,Sesame Oil,Honey,None,None,None,37.78,4.9,May Contain
Pomegranate,Pomegranate,Maple Syrup,Coconut Oil,Garlic,None,10.47,4.8,Contains
Cashews,Cashews,None,Butter,Pepper,Cashews,38.73,3,May Contain
Rabbit,Rabbit,Sugar,Butter,Garlic,None,42.49,1.9,May Contain
Artificial Coloring,Artificial Coloring,Honey,Coconut Oil,Pepper,None,12.03,1.2,Contains
Sodium Benzoate,Sodium Benzoate,Maple Syrup,Coconut Oil,Garlic,None,20.88,2.4,Contains
Cloves,Cloves,Honey,Olive Oil,None,None,10.72,2.7,Contains
Cheese,Cheese,Sugar,Butter,Salt,Cheese,9.69,1.2,Safe
Pistachios,Pistachios,Sugar,None,Garlic,Pistachios,7.63,4.9,May Contain
Avocado Oil,Avocado Oil,None,None,None,None,40.32,2.7,Safe
Pear,Pear,None,Olive Oil,Salt,None,33.01,4,Safe
Plum,Plum,Maple Syrup,Olive Oil,None,None,24.15,4,May Contain
Walnuts,Walnuts,Honey,None,Garlic,Walnuts,41.08,2.6,Contains
Duck,Duck,Honey,Olive Oil,Pepper,None,23.21,1.9,May Contain
Cumin,Cumin,Maple Syrup,Butter,Garlic,None,14.79,1.7,Contains
Apple,Apple,Maple Syrup,Coconut Oil,Pepper,None,47.83,4.6,May Contain
Sulfites,Sulfites,Honey,Olive Oil,Pepper,None,11.81,3.8,Contains
Coconut Oil,Coconut Oil,Sugar,Butter,Garlic,None,42.76,2.7,May Contain
Broccoli,Broccoli,None,Olive Oil,Salt,None,29.07,3.9,May Contain
Tuna,Tuna,Honey,None,Salt,Tuna,10.12,3,May Contain
MSG,MSG,None,Olive Oil,Garlic,None,9.51,3,Contains
Olive Oil,Olive Oil,None,Butter,Salt,None,18.16,3.6,Contains
Cod,Cod,Honey,None,Garlic,Cod,32.37,3.8,May Contain
Sunflower Oil,Sunflower Oil,Honey,Olive Oil,Pepper,None,27.91,1.9,Safe
Squid,Squid,Maple Syrup,Butter,Garlic,Squid,11.57,3.9,May Contain
Lamb,Lamb,None,Coconut Oil,Garlic,None,32.92,4.3,Contains
Whey,Whey,None,Coconut Oil,None,Whey,14.32,1.9,Contains
Rice,Rice,Maple Syrup,Butter,Pepper,Rice,24.11,3.3,May Contain
Peach,Peach,Honey,Coconut Oil,None,None,26.66,4.6,Safe
Chicken,Chicken,None,Coconut Oil,None,None,44.29,2.2,Safe
Quinoa,Quinoa,Sugar,None,None,Quinoa,25.6,2.6,May Contain
Artificial Coloring,Artificial Coloring,Honey,Olive Oil,None,None,22.02,1.6,Contains
Barley,Barley,None,Coconut Oil,Salt,Barley,15.11,1.5,Contains
MSG,MSG,Sugar,None,Garlic,None,9.26,4.8,May Contain
Cherry,Cherry,Sugar,Coconut Oil,Salt,None,19.14,1.1,Safe
Banana,Banana,Maple Syrup,Olive Oil,None,None,10.29,4.1,May Contain
Black Beans,Black Beans,Sugar,Coconut Oil,None,Black Beans,14.97,4.3,May Contain
Pine Nuts,Pine Nuts,Maple Syrup,Coconut Oil,Garlic,Pine Nuts,49.07,2.5,Safe
Oregano,Oregano,None,Butter,Garlic,None,44.84,2.8,May Contain
Spelt,Spelt,None,Olive Oil,Garlic,Spelt,10.84,1.6,May Contain
Saffron,Saffron,Sugar,None,Garlic,None,26.05,1.2,May Contain
Sulfites,Sulfites,Maple Syrup,Olive Oil,Pepper,None,38.66,3.5,Safe
Sunflower Oil,Sunflower Oil,Sugar,Butter,Salt,None,44.38,2.4,Contains
Peanuts,Peanuts,None,Coconut Oil,Salt,Peanuts,34.64,1.1,Safe
Pumpkin Seeds,Pumpkin Seeds,Maple Syrup,None,Salt,Pumpkin Seeds,14.92,4.7,Contains
Cherry,Cherry,Maple Syrup,Coconut Oil,Garlic,None,17.67,3.4,Safe
Sweet Potato,Sweet Potato,Maple Syrup,Olive Oil,Garlic,None,22.98,4.5,May Contain
Ghee,Ghee,Honey,Olive Oil,Pepper,Ghee,34.42,2.3,Safe
Barley,Barley,Honey,Butter,Pepper,Barley,11.09,1.7,Contains
Lobster,Lobster,Honey,Olive Oil,Salt,Lobster,30.17,3.7,May Contain
Cumin,Cumin,None,Butter,Pepper,None,48.01,3.7,Safe
Tuna,Tuna,Maple Syrup,None,Garlic,Tuna,46.08,2.1,Contains
Tuna,Tuna,Maple Syrup,Olive Oil,None,Tuna,29.82,3.4,Safe
